Product Name,Brand Name,Reviews
Hybrid Workloads,Enterprise,"The explanation of the RCA was not done very well and the ticket was closed by Druva Engineering Team. I still believe this to be an issue. I will conduct another test next week with ONLY the VRPT-SAN-TST02.VA.NRECA.ORG backups set, which backs up all the drives. The F drive should have started backing up under that backup set starting July21. The other backup set in this tickets ending with -Druva-UAD-Testing has been disabled. There are A LOT on inconsistencies in this ticket.",
Endpoints,EP,The agent assisting me was very professional and helpful. Thanks!,
Hybrid Workloads,Enterprise,"the help requested was very fast, the treatment by Muzaffar Wangde was very kind.",
SaaS Apps,SaaS,you need to sort out throttled backups,
SaaS Apps,SaaS,You have a great support staff of engineers,
SaaS Apps,SaaS,Abdul was great.,
Endpoints,EP,Great support~,
SaaS Apps,SaaS,Nice interaction with Rahul and able to get the required information.,
Endpoints,EP,"Thank You Mahesh for your expertise & easy personality, Your tutorial for Legal Hold process was perfect.",
Hybrid Workloads,Enterprise,keep doing what you are doing,
SaaS Apps,SaaS,Vikram was very diligent and professional. We make a great team. Thank you!,
SaaS Apps,SaaS,Thank you!,
Endpoints,EP,both engineers had very good knowledge of the product and helped us perfectly with out problems.,
Hybrid Workloads,Enterprise,I got excellent service from you.,
Hybrid Workloads,Enterprise,Abhishek solved my backup issue. He was methodical and professional and he reached several times to check on the status of my backups. Great experience!,
Hybrid Workloads,Enterprise,"Thanks Pratibha, you were really helpful in resolving the issue",
SaaS Apps,SaaS,"Aaquib Mulla took the time to jump on a call with us to help us get Druva setup. He was helpful, patient, and informed - just what we needed. Many thanks, Aaquib!",
SaaS Apps,SaaS,"Customer Service has been absouletely fantastic! when i say fantastic, i mean FANTASTIC.",
SaaS Apps,SaaS,"Great work Shardul, as always! Thank you!!!",
Hybrid Workloads,Enterprise,"Sandeep went beyond my expectations and stayed with the problem until resolution. While this was a self-inflicted wound on our part (we had disabled the AD account of an IT administrator who left the org) I could not find where the credentials were embedded, much less how to change them. Sandeep was efficient in his work and identified the issue on the Hyper-V cluster, then worked with me to get those credentials updated. He stayed with me until one of the affected backup jobs kicked off successfully. Can't say enough about his skill and professionalism, especially working with me during the weekend backup window. Great job!",
Hybrid Workloads,Enterprise,Thank you for the assistance!,
Hybrid Workloads,Enterprise,Great support as always.,
Hybrid Workloads,Enterprise,He understand the issue very quickly and resolved the issue,
SaaS Apps,SaaS,Krishan gave his full support and the well-knowledged person he fixed issue very simply.,
Endpoints,EP,Everything is working great. Support staff is second to none. Very thorough and knowledgeable.,
Endpoints,EP,"Thanks for working through the issue --- had one call with support immediately after submitting the incident. From there, they fully understood the problem and provided regular status updates until it was resolved. Appreciate the help.",
Endpoints,EP,Thank you Atul !,
Hybrid Workloads,Enterprise,Sandeep Pillay did a fantastic job clarifying the backup size and Hyper-V VM reported disk sizes. He bridged the gap of communication and explained the reason for the differences. Thank you Sandeep Pillay!,
Hybrid Workloads,Enterprise,Derick was polite and professional.,
Endpoints,EP,nice rahul,
Hybrid Workloads,Enterprise,this fault caused us a very big issue. I appreciate everyone was helping to get this resolved but I would have expected an issue of this size to have more failover built in. This could have been very embarrassing for us,
Endpoints,EP,The supporter was communicative and result-driven.,
Hybrid Workloads,Enterprise,Muzaffar did an excellent job with handling our case by being able to work around our complex schedule and making sure that our issues were fully resolved even after getting reports that the backups were successful.,
Endpoints,EP,Very nice support,
Native Workloads,Enterprise,your chat is hit and miss....sometimes somebody will answer most of the time it's just dead air till it disconnects and has you start over. pretty annoying,
Hybrid Workloads,Enterprise,Thanks for being so responsive!,
SaaS Apps,SaaS,Some of the documentation was out of date - not major issue but might have avoided a support ticket for a novice Druva Admin.,
Endpoints,EP,"Once again the technical response I received was perfect. Talking through the problem I was having, as well as showing him through a Zoom meeting, we were able to better understand not only the problem, but a very simple solution. Keep up the great work with the technical support. That's what keeps me coming back to Druva",
Hybrid Workloads,Enterprise,appreciated,
SaaS Apps,SaaS,"Mahesh was great to work with on this case, very friendly and knowledgeable and was able to assist very quickly after I logged this ticket.",
Endpoints,EP,good response from the team,
SaaS Apps,SaaS,"The support was quick to reach and help us with the cause of the issue and start troubleshooting . the support agents were really great with the knowledge and made us aware of the issue and and the cause with their expertise which was very helpful , thanks for the awesome support",
SaaS Apps,SaaS,keep the excellent employees you have!,
SaaS Apps,SaaS,Agent was very helpful,
SaaS Apps,SaaS,Madhup found the root cause almost immediately. We were able to rectify the issue in a very short period of time.,
SaaS Apps,SaaS,The service you provided is excellent! More than 100% satisfaction!,
Hybrid Workloads,Enterprise,Thank you so much for your great efforts!,
SaaS Apps,SaaS,"Druva support, or lack thereof, is a deal breaker.",
SaaS Apps,SaaS,Support is good. The product itself is unreliable. Always gets errors and you have to restore on my account before attempting to restore on a user account. The product is not Reliable at all.,
SaaS Apps,SaaS,Thank you for having trained employees who understand your product!,
Hybrid Workloads,Enterprise,Syed has been very responsive and helpful in the process. Great to work with him.,
Hybrid Workloads,Enterprise,Appreciated prathiba's help in troubleshooting the issue,
Hybrid Workloads,Enterprise,Thankyou,
Hybrid Workloads,Enterprise,Keep up the good work. Thanks again to Pratibha for helping me.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads,Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads,Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads,Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads,Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads,Enterprise,Great job,
Hybrid Workloads,Enterprise,World class products and support!,
Endpoints,EP,Keep up the good work,
SaaS Apps,SaaS,"Thank you, excellent support",
SaaS Apps,SaaS,"In this specific case the support asked me to repeat steps I've already done by myself, which is just a waste of time. I always knew that importing the user manually is a possible solution, and due to ""time"", I've decided to clean this issue from my desk. However, we never found the root cause, this issue might return in the future with no clear best practice.",
Hybrid Workloads,Enterprise,Your support engineers are very knowledgeable and the turn-around time on cases is very quick. Thanks again!,
SaaS Apps,SaaS,Most efficient tech support,
Hybrid Workloads,Enterprise,Need to resolve as soon as possible we customer is performing migration activity from on-premises to AWS using Druva tool. It took longer time to resolve this issue and need to improve how can you help the customer's issue fastly.,
